product_id,days,units_sold,period_end
8025944,30,132,2026-08-25
8025945,30,282,2026-08-25
8025946,30,293,2026-08-25
8115410,30,121,2026-08-25
8025947,30,299,2026-08-25
8034949,30,145,2026-08-25
8039700,30,162,2026-08-25
8115409,30,167,2026-08-25
8025915,30,289,2026-08-25
8025918,30,229,2026-08-25
8025920,30,195,2026-08-25
8025921,30,73,2026-08-25
8117357,30,265,2026-08-25
8029040,30,277,2026-08-25
8025924,30,115,2026-08-25
8025925,30,283,2026-08-25
8039698,30,241,2026-08-25
8122910,30,176,2026-08-25
8025927,30,261,2026-08-25
8025930,30,129,2026-08-25
8029041,30,99,2026-08-25
8025931,30,215,2026-08-25
8025932,30,284,2026-08-25
8039699,30,59,2026-08-25
8122911,30,268,2026-08-25
8037774,30,20,2026-08-25
8025933,30,31,2026-08-25
8025934,30,66,2026-08-25
8117358,30,249,2026-08-25
8029042,30,186,2026-08-25
8025935,30,97,2026-08-25
8025936,30,144,2026-08-25
8037775,30,182,2026-08-25
8025937,30,120,2026-08-25
8134805,30,265,2026-08-25
8025938,30,114,2026-08-25
8025940,30,203,2026-08-25
8037776,30,84,2026-08-25
8025942,30,244,2026-08-25
8134806,30,190,2026-08-25
8025948,30,287,2026-08-25
8035938,30,122,2026-08-25
8035939,30,201,2026-08-25
8035940,30,203,2026-08-25
8035941,30,229,2026-08-25
8035942,30,129,2026-08-25
8124985,30,163,2026-08-25
8124984,30,161,2026-08-25
8035944,30,84,2026-08-25
8035945,30,157,2026-08-25
8035948,30,92,2026-08-25
8124983,30,36,2026-08-25
8035949,30,181,2026-08-25
8124097,30,137,2026-08-25
8035950,30,216,2026-08-25
8035951,30,64,2026-08-25
8035952,30,223,2026-08-25
8035953,30,197,2026-08-25
8035954,30,22,2026-08-25
8035955,30,102,2026-08-25
8035956,30,253,2026-08-25
8035957,30,284,2026-08-25
8035958,30,29,2026-08-25
8035959,30,264,2026-08-25
8124098,30,277,2026-08-25
8035960,30,69,2026-08-25
8111430,30,186,2026-08-25
8025952,30,289,2026-08-25
8136673,30,149,2026-08-25
8136674,30,196,2026-08-25
8136676,30,127,2026-08-25
8136678,30,135,2026-08-25
8136685,30,288,2026-08-25
8136680,30,42,2026-08-25
8136684,30,225,2026-08-25
8136682,30,299,2026-08-25
8136683,30,285,2026-08-25
8136686,30,240,2026-08-25
8137585,30,96,2026-08-25
8137589,30,198,2026-08-25
8137587,30,116,2026-08-25
8137536,30,30,2026-08-25
8137549,30,40,2026-08-25
8137550,30,123,2026-08-25
8142451,30,79,2026-08-25
6310590,30,221,2026-08-25
8039645,30,47,2026-08-25
8126466,30,129,2026-08-25
8137537,30,154,2026-08-25
8126063,30,121,2026-08-25
8137555,30,74,2026-08-25
8137556,30,258,2026-08-25
8119388,30,260,2026-08-25
6310595,30,211,2026-08-25
8137544,30,152,2026-08-25
8129210,30,113,2026-08-25
8137539,30,58,2026-08-25
8137547,30,35,2026-08-25
8137552,30,288,2026-08-25
8137553,30,44,2026-08-25
8137554,30,246,2026-08-25
8114314,30,145,2026-08-25
8033610,30,157,2026-08-25
8033611,30,104,2026-08-25
8033612,30,30,2026-08-25
8140935,30,177,2026-08-25
8140936,30,73,2026-08-25
8140933,30,272,2026-08-25
8140934,30,47,2026-08-25
8140937,30,45,2026-08-25
8140938,30,204,2026-08-25
8029397,30,53,2026-08-25
8140942,30,252,2026-08-25
8029396,30,136,2026-08-25
8119719,30,144,2026-08-25
8140941,30,271,2026-08-25
8137593,30,31,2026-08-25
8137596,30,270,2026-08-25
8137591,30,60,2026-08-25
8137594,30,127,2026-08-25
8137592,30,51,2026-08-25
8137595,30,279,2026-08-25
8137590,30,39,2026-08-25
8039651,30,84,2026-08-25
8039649,30,278,2026-08-25
8039653,30,131,2026-08-25
8039654,30,211,2026-08-25
8039652,30,127,2026-08-25
8039650,30,80,2026-08-25
8137580,30,279,2026-08-25
8137581,30,130,2026-08-25
8137582,30,94,2026-08-25
8137583,30,103,2026-08-25
8140931,30,141,2026-08-25
8140932,30,252,2026-08-25
8137572,30,43,2026-08-25
8137573,30,184,2026-08-25
8137569,30,131,2026-08-25
8137570,30,299,2026-08-25
8137597,30,262,2026-08-25
8137598,30,142,2026-08-25
8137575,30,80,2026-08-25
8137577,30,280,2026-08-25
8137574,30,248,2026-08-25
8137576,30,24,2026-08-25
8040307,30,290,2026-08-25
8116613,30,123,2026-08-25
8029412,30,250,2026-08-25
8029411,30,90,2026-08-25
8029413,30,205,2026-08-25
8007977,30,93,2026-08-25
8029414,30,182,2026-08-25
8007978,30,34,2026-08-25
8140928,30,235,2026-08-25
8140929,30,30,2026-08-25
8137579,30,129,2026-08-25
8031442,30,21,2026-08-25
8137578,30,296,2026-08-25
8031443,30,271,2026-08-25
8141947,30,266,2026-08-25
8141946,30,176,2026-08-25
8141945,30,101,2026-08-25
8141944,30,236,2026-08-25
8035107,30,230,2026-08-25
8032487,30,80,2026-08-25
8007980,30,123,2026-08-25
8036932,30,274,2026-08-25
8029402,30,289,2026-08-25
8029398,30,239,2026-08-25
8029399,30,30,2026-08-25
8038375,30,153,2026-08-25
8029400,30,219,2026-08-25
8113612,30,271,2026-08-25
8029401,30,136,2026-08-25
8007981,30,266,2026-08-25
8007979,30,76,2026-08-25
8133991,30,274,2026-08-25
8142672,30,152,2026-08-25
8125921,30,281,2026-08-25
8142673,30,136,2026-08-25
8137560,30,150,2026-08-25
8137564,30,250,2026-08-25
8126065,30,25,2026-08-25
8126070,30,249,2026-08-25
8125919,30,107,2026-08-25
8132858,30,232,2026-08-25
8125920,30,119,2026-08-25
8137557,30,214,2026-08-25
8137561,30,70,2026-08-25
8137558,30,226,2026-08-25
8029417,30,272,2026-08-25
8137563,30,267,2026-08-25
8125923,30,51,2026-08-25
8125922,30,219,2026-08-25
8137565,30,235,2026-08-25
8137566,30,240,2026-08-25
8137568,30,41,2026-08-25
8137567,30,48,2026-08-25
8037815,30,276,2026-08-25
8039648,30,273,2026-08-25
8037318,30,190,2026-08-25
8037314,30,58,2026-08-25
8037319,30,275,2026-08-25
8037315,30,160,2026-08-25
8037320,30,174,2026-08-25
8037316,30,103,2026-08-25
8140930,30,86,2026-08-25
8140939,30,164,2026-08-25
8140940,30,269,2026-08-25
8137584,30,177,2026-08-25
8137588,30,26,2026-08-25
8137586,30,58,2026-08-25
8141941,30,201,2026-08-25
8141943,30,234,2026-08-25
8141940,30,288,2026-08-25
8141942,30,279,2026-08-25
8109763,30,63,2026-08-25
8037322,30,181,2026-08-25
8037323,30,142,2026-08-25
8029407,30,170,2026-08-25
8029403,30,59,2026-08-25
8041520,30,140,2026-08-25
8041519,30,252,2026-08-25
8007985,30,275,2026-08-25
8008157,30,295,2026-08-25
8029404,30,184,2026-08-25
8023704,30,37,2026-08-25
8021646,30,300,2026-08-25
8021707,30,273,2026-08-25
8034204,30,107,2026-08-25
8034205,30,290,2026-08-25
8034206,30,192,2026-08-25
8120824,30,58,2026-08-25
8120843,30,207,2026-08-25
8017146,30,148,2026-08-25
8003112,30,31,2026-08-25
8115650,30,287,2026-08-25
8137997,30,178,2026-08-25
8117125,30,261,2026-08-25
8117126,30,44,2026-08-25
8116809,30,129,2026-08-25
8127300,30,80,2026-08-25
8116497,30,96,2026-08-25
8135826,30,151,2026-08-25
8135813,30,237,2026-08-25
8135814,30,48,2026-08-25
8141159,30,263,2026-08-25
8131413,30,244,2026-08-25
8131420,30,236,2026-08-25
8131408,30,267,2026-08-25
8143768,30,39,2026-08-25
8143770,30,163,2026-08-25
8143769,30,238,2026-08-25
8131415,30,74,2026-08-25
8131421,30,115,2026-08-25
8131416,30,245,2026-08-25
8131412,30,73,2026-08-25
8131409,30,189,2026-08-25
8131430,30,151,2026-08-25
8131431,30,144,2026-08-25
8131432,30,209,2026-08-25
8131427,30,284,2026-08-25
8131428,30,298,2026-08-25
8131429,30,51,2026-08-25
8131422,30,279,2026-08-25
8143765,30,252,2026-08-25
8143766,30,201,2026-08-25
8131425,30,151,2026-08-25
8143767,30,297,2026-08-25
8131433,30,34,2026-08-25
8131434,30,29,2026-08-25
8131426,30,269,2026-08-25
8131424,30,121,2026-08-25
8131423,30,70,2026-08-25
8131436,30,177,2026-08-25
8131435,30,128,2026-08-25
8131400,30,122,2026-08-25
8131404,30,181,2026-08-25
8131402,30,204,2026-08-25
8131397,30,250,2026-08-25
8143763,30,72,2026-08-25
8143764,30,131,2026-08-25
8131401,30,138,2026-08-25
8131407,30,245,2026-08-25
8131403,30,154,2026-08-25
8131399,30,291,2026-08-25
8131398,30,165,2026-08-25
8129343,30,90,2026-08-25
8129341,30,132,2026-08-25
8129264,30,122,2026-08-25
8129342,30,240,2026-08-25
8129344,30,165,2026-08-25
8033311,30,246,2026-08-25
8136851,30,240,2026-08-25
8136852,30,234,2026-08-25
8126905,30,273,2026-08-25
8126906,30,192,2026-08-25
8126903,30,196,2026-08-25
8126904,30,31,2026-08-25
8129380,30,250,2026-08-25
8129381,30,83,2026-08-25
8129382,30,107,2026-08-25
8129263,30,54,2026-08-25
8129379,30,285,2026-08-25
8129378,30,97,2026-08-25
8129266,30,70,2026-08-25
8129265,30,22,2026-08-25
8038728,30,36,2026-08-25
8134919,30,165,2026-08-25
8134918,30,162,2026-08-25
8128516,30,82,2026-08-25
8128515,30,169,2026-08-25
8133294,30,171,2026-08-25
8006954,30,110,2026-08-25
8031839,30,250,2026-08-25
8006955,30,105,2026-08-25
6301457,30,22,2026-08-25
8023426,30,105,2026-08-25
8023427,30,217,2026-08-25
8021367,30,147,2026-08-25
8021368,30,151,2026-08-25
8034947,30,164,2026-08-25
8121537,30,112,2026-08-25
8034948,30,163,2026-08-25
8013023,30,275,2026-08-25
8013024,30,37,2026-08-25
8014921,30,151,2026-08-25
8014922,30,217,2026-08-25
8010837,30,260,2026-08-25
8137310,30,198,2026-08-25
8137247,30,208,2026-08-25
8116391,30,189,2026-08-25
8116392,30,219,2026-08-25
8127024,30,175,2026-08-25
8127023,30,70,2026-08-25
8137293,30,140,2026-08-25
8137292,30,24,2026-08-25
8008441,30,88,2026-08-25
8027015,30,178,2026-08-25
8038520,30,195,2026-08-25
8038519,30,298,2026-08-25
8138484,30,103,2026-08-25
8138485,30,220,2026-08-25
8030072,30,171,2026-08-25
8030073,30,77,2026-08-25
8026618,30,227,2026-08-25
8141721,30,206,2026-08-25
8141720,30,170,2026-08-25
8128403,30,241,2026-08-25
8128404,30,200,2026-08-25
8131286,30,210,2026-08-25
8131287,30,281,2026-08-25
8136416,30,48,2026-08-25
8136415,30,137,2026-08-25
8137263,30,202,2026-08-25
8137288,30,39,2026-08-25
8137260,30,31,2026-08-25
8137261,30,132,2026-08-25
8137282,30,180,2026-08-25
8137285,30,247,2026-08-25
8139249,30,103,2026-08-25
8137284,30,230,2026-08-25
8137280,30,65,2026-08-25
8137281,30,46,2026-08-25
8137286,30,62,2026-08-25
8139248,30,109,2026-08-25
8137262,30,204,2026-08-25
8137257,30,185,2026-08-25
8137259,30,41,2026-08-25
8139247,30,246,2026-08-25
8139246,30,166,2026-08-25
8137289,30,190,2026-08-25
8137287,30,288,2026-08-25
8137197,30,263,2026-08-25
8137198,30,169,2026-08-25
8021952,30,106,2026-08-25
8021500,30,278,2026-08-25
8021499,30,197,2026-08-25
8021491,30,56,2026-08-25
8142690,30,57,2026-08-25
8142691,30,39,2026-08-25
8142692,30,35,2026-08-25
8142693,30,73,2026-08-25
8142688,30,142,2026-08-25
8142689,30,47,2026-08-25
8015505,30,119,2026-08-25
8117307,30,257,2026-08-25
8117296,30,218,2026-08-25
8015507,30,280,2026-08-25
8117301,30,79,2026-08-25
8015504,30,160,2026-08-25
8131018,30,164,2026-08-25
8135378,30,36,2026-08-25
8135377,30,113,2026-08-25
8031136,30,270,2026-08-25
8031133,30,144,2026-08-25
8031134,30,228,2026-08-25
8140764,30,86,2026-08-25
8117303,30,229,2026-08-25
8135362,30,202,2026-08-25
8131014,30,230,2026-08-25
8015500,30,196,2026-08-25
8113934,30,23,2026-08-25
8135363,30,26,2026-08-25
8031137,30,130,2026-08-25
8135361,30,235,2026-08-25
8031135,30,276,2026-08-25
8040609,30,104,2026-08-25
8140762,30,29,2026-08-25
8140763,30,41,2026-08-25
8124913,30,129,2026-08-25
8124912,30,163,2026-08-25
8131012,30,152,2026-08-25
8135376,30,221,2026-08-25
8135375,30,244,2026-08-25
8131013,30,77,2026-08-25
8117302,30,254,2026-08-25
8036946,30,92,2026-08-25
8015495,30,245,2026-08-25
8015497,30,82,2026-08-25
8015496,30,290,2026-08-25
8026184,30,49,2026-08-25
8135360,30,258,2026-08-25
8036942,30,66,2026-08-25
8026183,30,247,2026-08-25
8026185,30,105,2026-08-25
8140756,30,203,2026-08-25
8140757,30,24,2026-08-25
8140761,30,117,2026-08-25
8040613,30,258,2026-08-25
8040610,30,100,2026-08-25
8040612,30,77,2026-08-25
8040614,30,91,2026-08-25
8140758,30,297,2026-08-25
8117299,30,264,2026-08-25
8015508,30,33,2026-08-25
8135373,30,51,2026-08-25
8135365,30,21,2026-08-25
8135370,30,60,2026-08-25
8135369,30,31,2026-08-25
8135374,30,234,2026-08-25
8135371,30,201,2026-08-25
8135366,30,195,2026-08-25
8135368,30,240,2026-08-25
8135367,30,78,2026-08-25
8135372,30,299,2026-08-25
8036944,30,99,2026-08-25
8036943,30,200,2026-08-25
8140754,30,290,2026-08-25
8140769,30,171,2026-08-25
8121230,30,170,2026-08-25
8135379,30,254,2026-08-25
8033660,30,90,2026-08-25
8033659,30,123,2026-08-25
8131007,30,144,2026-08-25
8040617,30,258,2026-08-25
8040618,30,109,2026-08-25
8131005,30,33,2026-08-25
8015501,30,131,2026-08-25
8117300,30,28,2026-08-25
8015502,30,133,2026-08-25
8140755,30,223,2026-08-25
8036945,30,186,2026-08-25
8036948,30,137,2026-08-25
8036950,30,207,2026-08-25
8131016,30,227,2026-08-25
8140767,30,112,2026-08-25
8140765,30,272,2026-08-25
8140766,30,249,2026-08-25
8131011,30,46,2026-08-25
8040616,30,33,2026-08-25
8015498,30,169,2026-08-25
8124910,30,184,2026-08-25
8015499,30,254,2026-08-25
8124908,30,167,2026-08-25
8124907,30,139,2026-08-25
8124909,30,227,2026-08-25
8131015,30,219,2026-08-25
8135359,30,255,2026-08-25
8135364,30,35,2026-08-25
8036947,30,148,2026-08-25
8040615,30,41,2026-08-25
8117305,30,30,2026-08-25
8117306,30,22,2026-08-25
8140760,30,138,2026-08-25
8140759,30,191,2026-08-25
8140770,30,187,2026-08-25
8140768,30,300,2026-08-25
8140771,30,81,2026-08-25
8140753,30,32,2026-08-25
8140752,30,170,2026-08-25
8140751,30,173,2026-08-25
8015506,30,55,2026-08-25
8131017,30,94,2026-08-25
8117295,30,192,2026-08-25
8135358,30,179,2026-08-25
8140439,30,114,2026-08-25
8004227,30,183,2026-08-25
8127357,30,224,2026-08-25
8139573,30,187,2026-08-25
8011354,30,84,2026-08-25
8004788,30,111,2026-08-25
8127354,30,249,2026-08-25
11246,30,281,2026-08-25
8004791,30,225,2026-08-25
8004792,30,138,2026-08-25
8004232,30,99,2026-08-25
8139577,30,96,2026-08-25
8139575,30,220,2026-08-25
8120431,30,227,2026-08-25
8139576,30,39,2026-08-25
11420,30,108,2026-08-25
8139572,30,110,2026-08-25
8122972,30,90,2026-08-25
8129525,30,106,2026-08-25
8140150,30,186,2026-08-25
8126977,30,274,2026-08-25
8140127,30,55,2026-08-25
8110455,30,48,2026-08-25
5737,30,151,2026-08-25
9990897,30,196,2026-08-25
9996382,30,200,2026-08-25
8135324,30,107,2026-08-25
8135325,30,294,2026-08-25
8135323,30,133,2026-08-25
8135321,30,277,2026-08-25
8135322,30,79,2026-08-25
8135317,30,79,2026-08-25
8135315,30,191,2026-08-25
8135316,30,180,2026-08-25
8132564,30,293,2026-08-25
8135320,30,228,2026-08-25
8135319,30,148,2026-08-25
8135318,30,132,2026-08-25
8139584,30,207,2026-08-25
8139582,30,71,2026-08-25
8143550,30,178,2026-08-25
8139583,30,61,2026-08-25
8034207,30,43,2026-08-25
8140944,30,56,2026-08-25
8140947,30,137,2026-08-25
8140945,30,108,2026-08-25
8140946,30,264,2026-08-25
8141948,30,36,2026-08-25
8110842,30,53,2026-08-25
8110845,30,200,2026-08-25
8110846,30,253,2026-08-25
8142221,30,219,2026-08-25
8143838,30,188,2026-08-25
8110847,30,259,2026-08-25
8111372,30,50,2026-08-25
8110841,30,29,2026-08-25
8110840,30,46,2026-08-25
8120573,30,24,2026-08-25
8113350,30,215,2026-08-25
8113800,30,244,2026-08-25
8119235,30,268,2026-08-25
8038240,30,51,2026-08-25
8139890,30,277,2026-08-25
8013079,30,128,2026-08-25
8014164,30,231,2026-08-25
9931875,30,178,2026-08-25
8017120,30,165,2026-08-25
8010881,30,115,2026-08-25
8013971,30,194,2026-08-25
8009385,30,42,2026-08-25
8137437,30,235,2026-08-25
8133613,30,52,2026-08-25
8131551,30,289,2026-08-25
8024933,30,141,2026-08-25
8037152,30,156,2026-08-25
8026125,30,233,2026-08-25
8043274,30,173,2026-08-25
8016517,30,150,2026-08-25
6031106,30,287,2026-08-25
8042702,30,270,2026-08-25
8137988,30,137,2026-08-25
6302177,30,115,2026-08-25
8142459,30,296,2026-08-25
8142474,30,217,2026-08-25
8142475,30,108,2026-08-25
8142471,30,91,2026-08-25
8142464,30,170,2026-08-25
8142466,30,265,2026-08-25
8142460,30,208,2026-08-25
8142465,30,99,2026-08-25
8142467,30,234,2026-08-25
8142462,30,175,2026-08-25
8142470,30,109,2026-08-25
8142463,30,158,2026-08-25
8142472,30,125,2026-08-25
8024281,30,119,2026-08-25
8026638,30,219,2026-08-25
8129027,30,258,2026-08-25
8129033,30,178,2026-08-25
8129035,30,263,2026-08-25
8129030,30,135,2026-08-25
8026649,30,156,2026-08-25
9993437,30,24,2026-08-25
9993446,30,61,2026-08-25
8043436,30,24,2026-08-25
8122212,30,271,2026-08-25
8141913,30,89,2026-08-25
8115381,30,38,2026-08-25
8143417,30,269,2026-08-25
8112015,30,215,2026-08-25
8122218,30,100,2026-08-25
8141912,30,151,2026-08-25
8043663,30,158,2026-08-25
8142168,30,79,2026-08-25
9993734,30,127,2026-08-25
8142583,30,154,2026-08-25
8043427,30,29,2026-08-25
