product_id,product_name,barcode,barcode_2,barcode_3,barcode_4,barcode_5,supplier,supplier_id,category,category_id,subcategory,subcategory_id
6302009,919  KIT  8.33,7793008009368,7793680328337,7793680000622,,,CUENCA (ISSUE),805,Cuidado del Cabello,1,Tinturas & Coloración,5
6301978,919  KIT 10.1,7793008008828,7793680000370,7793680321017,,,CUENCA (ISSUE),805,Cuidado del Cabello,1,Tinturas & Coloración,5
8140041,ABIES CURCUMA PIMIENTA NEGRA VIT C X 60CPS,7798423740216,,,,,PHARMAIM SA- HELENA,2081,Suplemento dietario,22,Suplemento dietario,1
8140039,ABIES GIRGOLA VIT C X 60CPS,7798423740186,,,,,PHARMAIM SA- HELENA,2081,Suplemento dietario,22,Suplemento dietario,1
8140037,ABIES MAITAKE-SHITAKE VIT C X 60CPS,7798423740162,,,,,PHARMAIM SA- HELENA,2081,Suplemento dietario,22,Suplemento dietario,1
8140038,ABIES MELENA DE LEON VIT B1 X 60CPS,7798423740179,,,,,PHARMAIM SA- HELENA,2081,Suplemento dietario,22,Suplemento dietario,1
8140040,ABIES REISHI VIT C X 60CPS,7798423740209,,,,,PHARMAIM SA- HELENA,2081,Suplemento dietario,22,Suplemento dietario,1
9996435,ABRALUX CR LIMP X 60 G,7798095330043,,,,,VALUGE OXA,69,,,,
8127378,ACEITE COCO NEUTRO GOD BLESS YOU X 125ML,7798318380084,,,,,GOD BLESS YOU,2043,Varios,20,Varios,1
8127379,ACEITE COCO NEUTRO GOD BLESS YOU X 225ML,7798318380077,,,,,GOD BLESS YOU,2043,Varios,20,Varios,1
8127382,ACEITE COCO VIRGEN GOD BLESS YOU X 225ML,7798318380039,,,,,GOD BLESS YOU,2043,Varios,20,Varios,1
8117581,ACF BY DADATINA ACEITE LIMPIADOR X 115ML,7798111210878,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8141053,ACF BY DADATINA ANTI ROCE STICK X 40GR,7798111212766,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8142150,ACF BY DADATINA BABY CARE BABYSTICK BARRA ANTIROCE X 25GR,7798111212971,,,,,VMP S.A,890,Cremas,11,Corporales,2
8142149,ACF BY DADATINA BABY CARE EMULS POSTBIOT HUMECT X 300ML,7798111212964,,,,,VMP S.A,890,Cremas,11,Corporales,2
8142151,ACF BY DADATINA BABY CARE SET REGALABLE (SH+EMULS+BARRA),7798111213091,,,,,VMP S.A,890,Artículos Bebé,23,Varios,1
8142148,ACF BY DADATINA BABY CARE SH+GEL LIMPIEZA 2EN1 X 300ML,7798111212957,,,,,VMP S.A,890,Artículos Bebé,23,Varios,1
8127345,ACF BY DADATINA BALANCE EDP X 70ML,7798111211998,,,,,VMP S.A,890,Fragancias,12,Nacionales,2
8143917,ACF BY DADATINA BALSAMO DESMAQUILLANTE X 45GR,7798111213077,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8123799,ACF BY DADATINA BODY SOLUT TRAT CORP PASO 1.5EXFOL X200,7798111211691,,,,,VMP S.A,890,Cremas,11,Corporales,2
8129066,ACF BY DADATINA BRUMA REPARADORA X 100ML,7798111212216,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8125771,ACF BY DADATINA CR CONTORNO DE OJOS X 15ML,7798111211547,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8139643,ACF BY DADATINA CR DEFENSA + RECARGA + SOBRE,7798111212667,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8132961,ACF BY DADATINA CR FAC FORTALEZA AM/PM X 50GR,7798111212193,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8132960,ACF BY DADATINA CR FAC VITALIDAD AM/PM X 50GR,7798111212209,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8117584,ACF BY DADATINA CR FACIAL DEFENSA AM/PM X 50GR,7798111211202,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8139646,ACF BY DADATINA CR FORTALEZA + RECARGA + SOBRE,7798111212674,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8143427,ACF BY DADATINA CR REPARADORA MANOS X 50GR,7798111213138,,,,,VMP S.A,890,Cosmetica,9,Manos y Uñas,2
8139647,ACF BY DADATINA CR VITALIDAD + RECARGA + SOBRE,7798111212681,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8127653,ACF BY DADATINA EDP DEMOSTRADOR,77989178,,,,,VMP S.A,890,Fragancias,12,Nacionales,2
8139851,ACF BY DADATINA FOTO CAMUF PROT & PRIME FPS40 X50G ECOTUBE,7798111212612,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8139852,ACF BY DADATINA FOTO CAMUF SPF50 TOQUE X50G ECOTUBE,7798111212605,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8127302,ACF BY DADATINA FOTO CAMUFL PROTECT & PRIME UV SPF40 X50G,7798111211653,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8135525,ACF BY DADATINA FOTOP CORPORAL X 120ML,7798111212582,,,,,VMP S.A,890,Cremas,11,Corporales,2
8125017,ACF BY DADATINA FOTOP LAB UV SPF 35,7798111211660,,,,,VMP S.A,890,Bronceadores,18,Bronceadores,1
8117582,ACF BY DADATINA GEL DE LIMPIEZA X 200ML,7798111210885,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8119171,ACF BY DADATINA KIT RUTINA COMPLETA VOLUM 1,7798111211257,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8119173,ACF BY DADATINA KIT RUTINA COMPLETA VOLUM 2,7798111211264,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8119169,ACF BY DADATINA KIT RUTINA VOLUM 1,7798111211042,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8125469,ACF BY DADATINA MASC ARCILLA,7798111211561,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8119158,ACF BY DADATINA MASC HIDRAT Y REPARACION,7798111211448,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8126574,ACF BY DADATINA MUÑEQUERAS X2,7798111211752,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8125767,ACF BY DADATINA PAD PARA TONICO X 3 UNID,7798111211400,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8122071,ACF BY DADATINA PADS DE LIMPIEZA X 2UNID,7798111211554,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8139850,ACF BY DADATINA PEPTILAB BALSAMO LABIAL,7798111212735,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8125726,ACF BY DADATINA REFILL CR CONTORNO DE OJOS X 15ML,7798111211899,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8123005,ACF BY DADATINA REFILL CR DEFENSA AM/PM X 45GR,7798111211240,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8132963,ACF BY DADATINA REFILL CR FORTALEZA AM/PM X 45GR,7798111212483,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8132962,ACF BY DADATINA REFILL CR VITALIDAD AM/PM X 45GR,7798111212476,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8131668,ACF BY DADATINA REFILL FOTO CAMUF SFP 50 TOQUE X45G,7798111211783,,,,,VMP S.A,890,Bronceadores,18,Bronceadores,1
8131667,ACF BY DADATINA REFILL FOTO PROT & PRIME SPF 40 X45G,7798111211943,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8119178,ACF BY DADATINA REFILL GEL DE LIMPIEZA,7798111211035,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8119175,ACF BY DADATINA REFILL SERUM HUMECTANTE VOLUM 1,7798111211097,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8119176,ACF BY DADATINA REFILL SERUM REPARADOR VOLUM 2,7798111211226,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8143076,ACF BY DADATINA S.O.S. ACIDO AZELAICO 10% X 30GR,7798111212599,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8139642,ACF BY DADATINA SERUM 1 + RECARGA + SOBRE,7798111212650,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8117580,ACF BY DADATINA SERUM HUMECT BALANCE VOL 1 X 30ML,7798111210762,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8139848,ACF BY DADATINA SERUM PRO 4 BIOMA,7798111212742,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8121215,ACF BY DADATINA SERUM REGENERADOR VOL 3 X 30ML,7798111211431,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8117583,ACF BY DADATINA SERUM REPARADOR VOL 2 X 30ML,7798111211134,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8141054,ACF BY DADATINA TONICO EXFOLIANTE BHA 2% X 50ML,7798111212780,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8143077,ACF BY DADATINA TRAT DIURNO CONCENTRADO VIT C X 7ML,7798111213114,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8143428,ACF BY DADATINA TRAT NOCTURNO REGENERADOR X3 VIALES,7798111213084,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8131411,ACF DE LA PATAGONIA ASHER F/W EDP X 50ML,7798111212254,,,,,VMP S.A,890,Fragancias,12,Nacionales,2
8131417,ACF DE LA PATAGONIA KO UNISEX EDP X 50ML,7798111212261,,,,,VMP S.A,890,Fragancias,12,Nacionales,2
8131410,ACF DE LA PATAGONIA KOSTEN P/H EDP X 50ML,7798111212278,,,,,VMP S.A,890,Fragancias,12,Nacionales,2
8125375,ACF DUO EXFOLIANTE DE PIES + CR HIDRAT,7798111211615,,,,,VMP S.A,890,Cremas,11,Corporales,2
8117567,ACF MASC FAC DUO EXFOLIANTE SCRUM +SERUM,7798111211158,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8040341,ACF MASC FAC DUO PEEL OFF + SERUM,7798111210618,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8033185,ACF MASC FAC PEEL OFF AMAZING BLACK 2UNID X 7G,7798111210502,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8117569,ACF MASC FAC V-CONTOURING,7798111210755,,,,,VMP S.A,890,Cosmetica,9,Facial,1
8117571,ACF PADS FAC CONTORNO DE OJOS C/AGASCALM Y ALOE,7798111211196,,,,,VMP S.A,890,Cosmetica,9,Facial,1
4268,ACNETROL GEL X 60 G,7798024330014,,,,,LAGOS,131,,,,
9990984,ACNETROL LOC X 130 ML,7798024330021,,,,,LAGOS,131,,,,
8128066,ACQUA DI FIORE M 202 MEN NYC EDT BODY SPLASH X 125ML,7793090024027,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8129708,ACQUA DI FIORE M ESTUCHE 202 NYC (EDT X125 + SHOWER X90),7793090020067,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8129710,ACQUA DI FIORE M ESTUCHE KENT (EDT X125 + SHOWER X90),7793090020081,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8135204,ACQUA DI FIORE M ESTUCHE MAD BOY(EDT X125 + SHOWER X90),7793090020128,,,,,PASMANTER R.S.A.,853,Fragancias,12,Nacionales,2
8130740,ACQUA DI FIORE M INDOMABLE EDP X 50ML,7793090026007,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8129718,ACQUA DI FIORE M INVENCIBLE EDT BODY SP X125 C/ESTUCHE,7793090019474,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8128070,ACQUA DI FIORE M INVENCIBLE EDT BODY SPLASH X 125ML,7793090024058,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8128071,ACQUA DI FIORE M KENT EDT BODY SPLASH X 125ML,7793090024065,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8129719,ACQUA DI FIORE M MAD BOY EDT B SP X125 C/ESTUCHE),7793090019481,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8128068,ACQUA DI FIORE M MAD BOY EDT BODY SPLASH X 125ML,7793090024041,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8128067,ACQUA DI FIORE M MILES EDT BODY SPLASH X 125ML,7793090024034,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8130737,ACQUA DI FIORE M NYC EDP X 50ML,7793090025017,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8128065,ACQUA DI FIORE M SALVAJE EDT BODY SPLASH X 125ML,7793090024010,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8130742,ACQUA DI FIORE M TANGO EDP X 50ML,7793090026014,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8130744,ACQUA DI FIORE M VICTORIUS EDP X 50ML,7793090026021,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8128063,ACQUA DI FIORE W 202 NYC EDT BODY SPLASH X 125ML,7793090022108,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8130729,ACQUA DI FIORE W ACQUA BELLA EDP X 50ML,7793090025000,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8130731,ACQUA DI FIORE W ATENAS EDP X 50ML,7793090025031,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
6310019,ACQUA DI FIORE W BE GOOD EDT BODY SPLASH X 125ML,7793090022023,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8128818,ACQUA DI FIORE W ESTUCHE FLOR (EDT X125 + SHOWER X90),7793090020036,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8128817,ACQUA DI FIORE W ESTUCHE INSIDE (EDT X125 + SHOWER X90),7793090020029,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8135201,ACQUA DI FIORE W ESTUCHE LADY MILES (EDT X125+SHOWER X90),7793090020104,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8128820,ACQUA DI FIORE W ESTUCHE NINI (EDT X125 + SHOWER X90),7793090020050,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8135202,ACQUA DI FIORE W ESTUCHE NYC (EDT X125 + SHOWER X90),7793090020111,,,,,PASMANTER R.S.A.,853,Fragancias,12,Nacionales,2
8128819,ACQUA DI FIORE W ESTUCHE OLIVIA (EDT X125+ SHOWERX 90),7793090020043,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8130734,ACQUA DI FIORE W FIORE EDP X 50ML,7793090025062,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
6310023,ACQUA DI FIORE W FLOR EDT BODY SPLASH X 125,7793090022078,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
6310020,ACQUA DI FIORE W INSIDE EDT BODY SPLASH X 125ML,7793090022030,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8130735,ACQUA DI FIORE W INTREPIDA EDP X 50ML,7793090025079,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8128060,ACQUA DI FIORE W LA VIDA ES MUY BELLA EDT BODY SPLAS X125,7793090022054,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8130732,ACQUA DI FIORE W LADY GIRL EDP X 50ML,7793090025048,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8129714,ACQUA DI FIORE W LADY MILES EDT B SP X125 C/ESTUCHE,7793090019986,,,,,PASMANTER R.S.A.,853,Fragancias,12,Nacionales,2
8128062,ACQUA DI FIORE W LADY MILES EDT BODY SPLASH X 125ML,7793090022092,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8130736,ACQUA DI FIORE W LOVE PINK NYC EDP X 50ML,7793090025086,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8130730,ACQUA DI FIORE W LOVIU EDP X 50ML,7793090025024,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8128061,ACQUA DI FIORE W NINI EDT BODY SPLASH X 125ML,7793090022085,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8129721,ACQUA DI FIORE W OK UNO EDT B SP X125 C/ESTUCHE,7793090019504,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8128064,ACQUA DI FIORE W OK UNO EDT BODY SPLASH X 125ML,7793090023013,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
6310021,ACQUA DI FIORE W OLIVIA EDT BODY SPLASH X 125ML,7793090022047,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
6310022,ACQUA DI FIORE W PINK EDT BODY SPLASH X 125ML,7793090022061,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8129711,ACQUA DI FIORE W SCENE EDT B SP X125 C/ESTUCHE,7793090019955,,,,,PASMANTER R.S.A.,853,Fragancias,12,Nacionales,2
6310018,ACQUA DI FIORE W SCENE EDT BODY SPLASH X 125ML,7793090022016,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8130733,ACQUA DI FIORE W SENSATION EDP X 50ML,7793090025055,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8129717,ACQUA DI FIORE W SER EDT B SP X125 C/ESTUCHE,7793090020005,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
6310024,ACQUA DI FIORE W SER EDT BODY SPLASH X 125ML,7793090022115,,,,,PASMANTER R.S.A.,853,Fragancias,12,Importadas,1
8131467,ADERMA BIOLOGY CR LIGERA HIDRAT X 40ML,7799075002189,,,,,SIDUS DERMOCOSMETICA,573,Dermocosmética,10,Pieles Atópicas & Sensibles,3
8131470,ADERMA BIOLOGY ESPUMA LIMPIADORA HIDRAPROT X 150ML,7799075002226,,,,,SIDUS DERMOCOSMETICA,573,Dermocosmética,10,Pieles Atópicas & Sensibles,3
8131471,ADERMA BIOLOGY SERUM 3EN1 HIDRAT X 30ML,7799075002455,,,,,SIDUS DERMOCOSMETICA,573,Dermocosmética,10,Pieles Atópicas & Sensibles,3
9994883,ADERMA DERMOPAN AVENAX100,7798095411308,3282779285230,3282779000338,,,SIDUS DERMOCOSMETICA,573,Dermocosmética,10,Limpieza,10
8043483,ADERMA EXOMEGA ACEITE X 500 ML,7799075000680,,,,,SIDUS DERMOCOSMETICA,573,Dermocosmética,10,Reparadoras,8
8141915,ADERMA EXOMEGA ALLERGO X 40ML,7799075002219,,,,,SIDUS DERMOCOSMETICA,573,Cremas,11,Faciales,1
8043658,ADERMA EXOMEGA CONTROL ACEITE X 200 ML,7798095419977,,,,,SIDUS DERMOCOSMETICA,573,Dermocosmética,10,Pieles Atópicas & Sensibles,3
8043479,ADERMA EXOMEGA CONTROL BALSAMO X 200 ML,7798095419694,,,,,SIDUS DERMOCOSMETICA,573,Dermocosmética,10,Pieles Atópicas & Sensibles,3
8131472,ADERMA EXOMEGA CONTROL BALSAMO X 400ML,7799075002448,,,,,SIDUS DERMOCOSMETICA,573,Dermocosmética,10,Pieles Atópicas & Sensibles,3
8043478,ADERMA EXOMEGA CONTROL CREMA X 200 ML,7798095419717,,,,,SIDUS DERMOCOSMETICA,573,Dermocosmética,10,Pieles Atópicas & Sensibles,3
8038567,ADERMA EXOMEGA CONTROL CREMA X 400 ML,7798095419724,,,,,SIDUS DERMOCOSMETICA,573,Dermocosmética,10,Pieles Atópicas & Sensibles,3
8043420,ADERMA EXOMEGA CONTROL LECHE X 400 ML,7798095419670,,,,,SIDUS DERMOCOSMETICA,573,Dermocosmética,10,Pieles Atópicas & Sensibles,3
8141860,ADERMA EXOMEGA CONTROL NOCHE X 400 ML,7799075002516,,,,,SIDUS DERMOCOSMETICA,573,Dermocosmética,10,Pieles Atópicas & Sensibles,3
8043480,ADERMA GEL 2EN1 LIMP X 200 ML,7798095419458,,,,,SIDUS DERMOCOSMETICA,573,Dermocosmética,10,Limpieza,10
8043482,ADERMA GEL 2EN1 LIMP X 500 ML,7799075000697,,,,,SIDUS DERMOCOSMETICA,573,Dermocosmética,10,Limpieza,10
8135878,ADIDAS CHILL ZONE EDP P/H X 100ML,3616305447197,,,,,COTY,926,Fragancias,12,Nacionales,2
