product_id,price,price_offer,price_discount,pvp
6310024,5199.11,5199.11,5199.11,8467.05
8131467,40365.35,40365.35,40365.35,61000
8131470,31762.9,31762.9,31762.9,48000
8131471,46982.61,46982.61,46982.61,71000
9994883,23160.44,23160.44,23160.44,35000
8043483,47181.13,47181.13,47181.13,71300
8141915,45659.16,45659.16,45659.16,69000
8043658,27792.53,27792.53,27792.53,42000
8043479,43673.98,43673.98,43673.98,66000
8131472,65510.97,65510.97,65510.97,99000
8043478,39041.89,39041.89,39041.89,59000
8038567,58231.98,58231.98,58231.98,88000
8043420,58231.98,58231.98,58231.98,88000
8141860,68819.6,68819.6,68819.6,104000
8043480,27792.53,27792.53,27792.53,42000
8043482,47181.13,47181.13,47181.13,71300
8135878,26603.15,26603.15,26603.15,44900
8135881,26603.15,26603.15,26603.15,44900
8139959,15701.09,12560.87,15701.09,26500
8139958,15701.09,12560.87,15701.09,26500
8139961,15701.09,12560.87,15701.09,26500
8139960,15701.09,12560.87,15701.09,26500
8139962,15701.09,12560.87,15701.09,26500
8135876,26603.15,26603.15,26603.15,44900
8135883,26603.15,26603.15,26603.15,44900
8135882,26603.15,26603.15,26603.15,44900
8135884,26603.15,26603.15,26603.15,44900
8141638,26603.15,18622.21,26603.15,44900
8141639,26603.15,18622.21,26603.15,44900
8024375,47403.36,47403.36,47403.36,75490
8024376,34562.14,34562.14,34562.14,52500
8132635,47403.36,47403.36,47403.36,75490
8031310,47403.36,47403.36,47403.36,75490
8115722,47403.36,47403.36,47403.36,75490
8039474,47403.36,47403.36,47403.36,75490
8039477,34562.14,34562.14,34562.14,52500
8039476,41408.73,41408.73,41408.73,62900
8131317,54185.13,54185.13,54185.13,86290
8018369,54185.13,54185.13,54185.13,86290
8122322,51472.42,51472.42,51472.42,81970
8110940,39170.42,39170.42,39170.42,59500
8131289,54185.13,54185.13,54185.13,86290
8131291,54185.13,54185.13,54185.13,86290
8131292,40816.25,40816.25,40816.25,62000
8118282,49437.88,49437.88,49437.88,78730
8118283,40816.25,40816.25,40816.25,62000
8141347,9604.31,9604.31,9604.31,
8141346,8959.9,8959.9,8959.9,
8141345,8677.93,8677.93,8677.93,
8136100,9058.9,7247.12,9058.9,15324
8136054,9058.9,7247.12,9058.9,15324
8136053,9058.9,7247.12,9058.9,15324
8136046,9058.9,7247.12,9058.9,15324
8136051,9058.9,7247.12,9058.9,15324
8136049,9058.9,7247.12,9058.9,15324
8133087,12422.7,12422.7,12422.7,24850
8133086,12422.7,12422.7,12422.7,24850
8134607,13932,13932,13932,24000
8134606,13932,13932,13932,24000
6309864,11370.06,10574.16,11370.06,13930
8139935,3696.87,3696.87,3696.87,5913.98
8139933,3696.87,3696.87,3696.87,5913.98
8139934,3696.87,3696.87,3696.87,5913.98
8023033,14779.53,13744.96,14779.53,18110
8023035,14209.35,13214.7,14209.35,17410
8023034,14209.35,13214.7,14209.35,17410
8021735,0.01,0.01,0.01,
8134609,13932,13932,13932,24000
8139519,16185.41,16185.41,16185.41,24199
8139518,15544.94,15544.94,15544.94,23999
8139517,15137.36,15137.36,15137.36,23999
8134608,13932,13932,13932,24000
8020142,26194.74,23575.27,26194.74,29333
8021415,50618.31,45556.48,50618.31,56678
8020141,50618.31,45556.48,50618.31,56678
8020140,46803.78,42123.4,46803.78,52402
8020139,46803.78,42123.4,46803.78,52402
8139589,82136.43,82136.43,82136.43,122290
8139586,87039.5,87039.5,87039.5,129590
8139588,82136.43,82136.43,82136.43,122290
8139587,87039.5,87039.5,87039.5,129590
8139590,100741.22,100741.22,100741.22,149990
8139592,98256.1,98256.1,98256.1,146290
8139591,100741.22,100741.22,100741.22,149990
8005617,26775.46,26775.46,26775.46,42640
8138483,26775.46,26775.46,26775.46,42640
8013721,26781.73,26781.73,26781.73,42650
8115723,25318.62,25318.62,25318.62,40320
8125431,25318.62,25318.62,25318.62,40320
8015970,25657.71,25657.71,25657.71,40860
8141962,11846.66,10661.99,11846.66,19800
8141193,87869.25,43934.63,87869.25,126800
8141196,80211.88,40105.94,80211.88,115750
8141194,80211.88,40105.94,80211.88,115750
8141192,87869.25,43934.63,87869.25,126800
8141195,80211.88,40105.94,80211.88,115750
8141191,87869.25,43934.63,87869.25,126800
8141686,18799.57,18799.57,18799.57,27990
8143693,21486.18,21486.18,21486.18,31990
8141684,18799.57,18799.57,18799.57,27990
8143695,20142.87,20142.87,20142.87,29990
8141688,18799.57,18799.57,18799.57,27990
8141685,18799.57,18799.57,18799.57,27990
8141690,18799.57,18799.57,18799.57,27990
8143694,20142.87,20142.87,20142.87,29990
8143692,21486.18,21486.18,21486.18,31990
8141683,18799.57,18799.57,18799.57,27990
8139594,48150.8,48150.8,48150.8,71690
8140780,17792.08,17792.08,17792.08,26490
8137162,48150.8,48150.8,48150.8,71690
8139595,48150.8,48150.8,48150.8,71690
8139596,48150.8,48150.8,48150.8,71690
8140778,17792.08,17792.08,17792.08,26490
8137163,48150.8,48150.8,48150.8,71690
8140777,17792.08,17792.08,17792.08,26490
8137161,48150.8,48150.8,48150.8,71690
8139597,48150.8,48150.8,48150.8,71690
8140781,17792.08,17792.08,17792.08,26490
8140776,17792.08,17792.08,17792.08,26490
8137160,48150.8,48150.8,48150.8,71690
8140779,17792.08,17792.08,17792.08,26490
8042649,2643.55,2643.55,2643.55,4109.45
8132750,7799.34,7799.34,7799.34,12292.04
8132744,1652.4,1652.4,1652.4,2581.63
8110783,7980.69,7980.69,7980.69,12292.04
8010099,69158.41,69158.41,69158.41,110634.54
8140852,66889.91,46822.94,66889.91,99590
8140851,66889.91,46822.94,66889.91,99590
8140850,66889.91,46822.94,66889.91,99590
8140841,49023.95,34316.77,49023.95,72990
8140849,38680.5,27076.35,38680.5,57590
8140842,53389.69,37372.78,53389.69,79490
8140839,45665.68,31965.98,45665.68,67990
8140845,33441.6,23409.12,33441.6,49790
8140829,28672.86,20071,28672.86,42690
8140838,45665.68,31965.98,45665.68,67990
8140837,45665.68,31965.98,45665.68,67990
8140836,45665.68,31965.98,45665.68,67990
8140835,38680.5,27076.35,38680.5,57590
8140833,33978.92,23785.24,33978.92,50590
8140834,41434.27,29003.99,41434.27,61690
8140848,33441.6,23409.12,33441.6,49790
8140846,33441.6,23409.12,33441.6,49790
8042827,2371.54,2371.54,2371.54,3802.35
8117390,1581.1,1106.77,1581.1,2535.02
8117392,1581.1,1106.77,1581.1,2535.02
8117393,1581.1,1106.77,1581.1,2535.02
8025922,6745.42,4384.52,6745.42,10847.67
8025913,6745.42,4384.52,6745.42,10847.67
8025914,6745.42,4384.52,6745.42,10847.67
8025944,6745.42,4384.52,6745.42,10847.67
8025945,6745.42,4384.52,6745.42,10847.67
8025946,6745.42,4384.52,6745.42,10847.67
8115410,6745.42,4384.52,6745.42,10847.67
8025947,6745.42,4384.52,6745.42,10851.28
8034949,6745.42,4384.52,6745.42,10847.67
8039700,6745.42,4384.52,6745.42,10847.67
8115409,6745.42,4384.52,6745.42,10847.67
8025915,6745.42,4384.52,6745.42,10847.67
8025918,6745.42,4384.52,6745.42,10847.67
8025920,6745.42,4384.52,6745.42,10847.67
8025921,6745.42,4384.52,6745.42,10847.67
8117357,6745.42,4384.52,6745.42,10847.67
8029040,6745.42,4384.52,6745.42,10847.67
8025924,6745.42,4384.52,6745.42,10847.67
8025925,6745.42,4384.52,6745.42,10847.67
8039698,6745.42,4384.52,6745.42,10847.67
8122910,6745.42,4384.52,6745.42,10847.67
8025927,6745.42,4384.52,6745.42,10847.67
8025930,6745.42,4384.52,6745.42,10847.67
8029041,6745.42,4384.52,6745.42,10847.67
8025931,6745.42,4384.52,6745.42,10847.67
8025932,6745.42,4384.52,6745.42,10847.67
8039699,6745.42,4384.52,6745.42,10847.67
8122911,6745.42,4384.52,6745.42,10847.67
8037774,6745.42,4384.52,6745.42,10847.67
8025933,6745.42,4384.52,6745.42,10847.67
8025934,6745.42,4384.52,6745.42,10847.67
8117358,6745.42,4384.52,6745.42,10847.67
8029042,6745.42,4384.52,6745.42,10847.67
8025935,6745.42,4384.52,6745.42,10847.67
8025936,6745.42,4384.52,6745.42,10847.67
8037775,6745.42,4384.52,6745.42,10847.67
8025937,6745.42,4384.52,6745.42,10847.67
8134805,6745.42,4384.52,6745.42,10847.67
8025938,6745.42,4384.52,6745.42,10847.67
8025940,6745.42,4384.52,6745.42,10847.67
8037776,6745.42,4384.52,6745.42,10847.67
8025942,6745.42,4384.52,6745.42,10847.67
8134806,6745.42,4384.52,6745.42,10847.67
8025948,6745.42,4384.52,6745.42,10847.67
8035938,3983.47,2390.08,3983.47,6406.01
8035939,3983.47,2390.08,3983.47,6406.01
8035940,3983.47,2390.08,3983.47,6406.01
8035941,3983.47,2390.08,3983.47,6406.01
8035942,3983.47,2390.08,3983.47,6406.01
8124985,3983.47,2390.08,3983.47,6406.01
8124984,3983.47,2390.08,3983.47,6406.01
8035944,3983.47,2390.08,3983.47,6406.01
8035945,3983.47,2390.08,3983.47,6406.01
8035948,3983.47,2390.08,3983.47,6406.01
8124983,3983.47,2390.08,3983.47,6406.01
8035949,3983.47,2390.08,3983.47,6406.01
8124097,3983.47,2390.08,3983.47,6406.01
8035950,3983.47,2390.08,3983.47,6406.01
8035951,3983.47,2390.08,3983.47,6406.01
8035952,3983.47,2390.08,3983.47,6406.01
8035953,3983.47,2390.08,3983.47,6406.01
8035954,3983.47,2390.08,3983.47,6406.01
8035955,3983.47,2390.08,3983.47,6406.01
8035956,3983.47,2390.08,3983.47,6406.01
8035957,3983.47,2390.08,3983.47,6406.01
8035958,3983.47,2390.08,3983.47,6406.01
8035959,3983.47,2390.08,3983.47,6406.01
8124098,3983.47,2390.08,3983.47,6406.01
8035960,3983.47,2390.08,3983.47,6406.01
8111430,6745.42,4384.52,6745.42,10847.67
8025952,3465.47,3465.47,3465.47,5556.28
8136673,7420.92,4823.6,7420.92,11933.95
8136674,7420.92,4823.6,7420.92,11933.95
8136676,7420.92,4823.6,7420.92,11933.95
8136678,7420.92,4823.6,7420.92,11933.95
8136685,7420.92,4823.6,7420.92,11933.95
8136680,7420.92,4823.6,7420.92,11933.95
8136684,7420.92,4823.6,7420.92,11933.95
8136682,7420.92,4823.6,7420.92,11933.95
8136683,7420.92,4823.6,7420.92,11933.95
8136686,7420.92,4823.6,7420.92,11933.95
8137585,1277.29,1277.29,1277.29,
8137589,1277.29,1277.29,1277.29,
8137587,1277.29,1277.29,1277.29,
8137536,3588.59,3588.59,3588.59,
8137549,3588.59,3588.59,3588.59,
8137550,3588.59,3588.59,3588.59,
8142451,2615.41,2615.41,2615.41,
6310590,3041.18,3041.18,3041.18,
8039645,3381.79,3381.79,3381.79,
8126466,2250.47,2250.47,2250.47,
8137537,924.52,924.52,924.52,
8126063,4257.65,4257.65,4257.65,
8137555,2128.82,2128.82,2128.82,
8137556,3381.79,3381.79,3381.79,
8119388,6933.88,6933.88,6933.88,
6310595,2432.94,2432.94,2432.94,
8137544,3588.59,3588.59,3588.59,
8129210,4865.88,4865.88,4865.88,
8137539,2432.94,2432.94,2432.94,
8137547,3588.59,3588.59,3588.59,
8137552,2676.23,2676.23,2676.23,
8137553,3800.02,3800.02,3800.02,
8137554,2085.39,2085.39,2085.39,
8114314,4014.35,4014.35,4014.35,
8033610,1155.65,1155.65,1155.65,
8033611,2128.82,2128.82,2128.82,
8033612,2883.03,2883.03,2883.03,
8140935,3284.47,3284.47,3284.47,
8140936,4379.29,4379.29,4379.29,
8140933,1459.76,1459.76,1459.76,
8140934,3260.14,3260.14,3260.14,
8140937,3284.47,3284.47,3284.47,
8140938,4257.65,4257.65,4257.65,
8029397,4038.68,4038.68,4038.68,
8140942,4622.59,4622.59,4622.59,
8029396,4038.68,4038.68,4038.68,
8119719,4038.68,4038.68,4038.68,
8140941,4622.59,4622.59,4622.59,
8137593,2737.06,2737.06,2737.06,
8137596,3892.7,3892.7,3892.7,
8137591,2737.06,2737.06,2737.06,
8137594,3892.7,3892.7,3892.7,
8137592,2737.06,2737.06,2737.06,
8137595,3892.7,3892.7,3892.7,
8137590,2128.82,2128.82,2128.82,
8039651,1703.06,1703.06,1703.06,
8039649,2007.18,2007.18,2007.18,
8039653,1824.71,1824.71,1824.71,
8039654,1824.71,1824.71,1824.71,
8039652,1703.06,1703.06,1703.06,
8039650,2007.18,2007.18,2007.18,
8137580,2676.23,2676.23,2676.23,
8137581,3406.12,3406.12,3406.12,
8137582,2676.23,2676.23,2676.23,
8137583,3406.12,3406.12,3406.12,
8140931,2676.23,2676.23,2676.23,
8140932,3406.12,3406.12,3406.12,
8137572,3649.41,3649.41,3649.41,
8137573,5206.49,5206.49,5206.49,
8137569,3466.94,3466.94,3466.94,
8137570,4622.59,4622.59,4622.59,
8137597,3953.53,3953.53,3953.53,
8137598,3953.53,3953.53,3953.53,
8137575,1855.12,1855.12,1855.12,
8137577,1849.03,1849.03,1849.03,
8137574,2128.82,2128.82,2128.82,
8137576,1739.55,1739.55,1739.55,
8040307,1812.54,1812.54,1812.54,
8116613,1812.54,1812.54,1812.54,
8029412,1946.35,1946.35,1946.35,
8029411,1946.35,1946.35,1946.35,
8029413,2883.03,2883.03,2883.03,
8007977,3162.82,3162.82,3162.82,
8029414,2883.03,2883.03,2883.03,
8007978,3162.82,3162.82,3162.82,
8140928,1459.76,1459.76,1459.76,
8140929,2068,2068,2068,
8137579,1436.6,1436.6,1436.6,
8031442,1338.12,1338.12,1338.12,
8137578,1581.41,1581.41,1581.41,
8031443,1763.88,1763.88,1763.88,
8141947,1789.19,1789.19,1789.19,
8141946,632.56,632.56,632.56,
8141945,1789.19,1789.19,1789.19,
8141944,632.56,632.56,632.56,
8035107,1885.53,1885.53,1885.53,
8032487,2311.29,2311.29,2311.29,
8007980,2007.18,2007.18,2007.18,
8036932,2007.18,2007.18,2007.18,
8029402,1313.79,1313.79,1313.79,
8029398,2007.18,2007.18,2007.18,
8029399,1313.79,1313.79,1313.79,
8038375,1313.79,1313.79,1313.79,
8029400,1313.79,1313.79,1313.79,
8113612,1313.79,1313.79,1313.79,
8029401,1313.79,1313.79,1313.79,
8007981,2007.18,2007.18,2007.18,
8007979,2007.18,2007.18,2007.18,
8133991,1034,1034,1034,
8142672,4932.52,4932.52,4932.52,
8125921,5795.69,5795.69,5795.69,
8142673,9371.05,9371.05,9371.05,
8137560,2554.59,2554.59,2554.59,
8137564,4561.76,4561.76,4561.76,
8126065,5795.69,5795.69,5795.69,
8126070,5795.69,5795.69,5795.69,
8125919,5795.69,5795.69,5795.69,
8132858,5795.69,5795.69,5795.69,
8125920,5440.11,5440.11,5440.11,
8137557,2554.59,2554.59,2554.59,
8137561,2548.79,2548.79,2548.79,
8137558,2554.59,2554.59,2554.59,
8029417,2548.79,2548.79,2548.79,
8137563,4561.76,4561.76,4561.76,
8125923,3301.85,3301.85,3301.85,
8125922,3301.86,3301.86,3301.86,
8137565,7298.82,7298.82,7298.82,
8137566,3953.53,3953.53,3953.53,
8137568,3162.82,3162.82,3162.82,
8137567,4805.06,4805.06,4805.06,
8037815,3460.86,3460.86,3460.86,
8039648,4622.59,4622.59,4622.59,
8037318,1295.55,1295.55,1295.55,
8037314,936.68,936.68,936.68,
8037319,1295.55,1295.55,1295.55,
8037315,936.68,936.68,936.68,
8037320,1295.55,1295.55,1295.55,
8037316,936.68,936.68,936.68,
8140930,1277.29,1277.29,1277.29,
8140939,1277.29,1277.29,1277.29,
8140940,1277.29,1277.29,1277.29,
8137584,1277.29,1277.29,1277.29,
8137588,1277.29,1277.29,1277.29,
8137586,1277.29,1277.29,1277.29,
8141941,3324.52,3324.52,3324.52,
8141943,4896.1,4896.1,4896.1,
8141940,3324.52,3324.52,3324.52,
8141942,4896.1,4896.1,4896.1,
8109763,1245.17,1245.17,1245.17,
8037322,1245.17,1245.17,1245.17,
8037323,1380.7,1380.7,1380.7,
8029407,2858.7,2858.7,2858.7,
8029403,1520.59,1520.59,1520.59,
8041520,2189.65,2189.65,2189.65,
8041519,2858.7,2858.7,2858.7,
8007985,1380.7,1380.7,1380.7,
8008157,2299.13,2299.13,2299.13,
8029404,1824.71,1824.71,1824.71,
8023704,0.01,0.01,0.01,
8021646,0.01,0.01,0.01,
8021707,0.01,0.01,0.01,
8034204,11647.24,11647.24,11647.24,
8034205,10362.67,10362.67,10362.67,
8034206,12271.46,12271.46,12271.46,
8120824,25749.48,25749.48,25749.48,
8120843,3996.6,3996.6,3996.6,
8017146,13315.47,13315.47,13315.47,22350
8003112,17277.34,17277.34,17277.34,29000
8115650,6670.31,6670.31,6670.31,9999
8137997,40562.82,40562.82,40562.82,62999
8117125,42155.14,37939.63,42155.14,57290
8117126,47231.54,42508.39,47231.54,64192
8116809,43858.97,39473.07,43858.97,59610
8127300,46882.73,42194.46,46882.73,63716
8116497,39788.76,35809.88,39788.76,54077
8135826,50111.86,50111.86,50111.86,80165.26
8135813,50111.86,50111.86,50111.86,80165.26
8135814,60397.62,60397.62,60397.62,96619.66
8141159,56857.01,51171.31,56857.01,77273
8131413,3685.45,2395.54,3685.45,5909
8131420,3685.45,2395.54,3685.45,5909
8131408,3685.45,2395.54,3685.45,5909
8143768,8374.36,8374.36,8374.36,13426.85
8143770,8374.36,8374.36,8374.36,13426.85
8143769,8374.36,8374.36,8374.36,13426.85
8131415,3685.45,2395.54,3685.45,5909
8131421,5095.69,3312.2,5095.69,8170.07
8131416,3685.45,2395.54,3685.45,5909
8131412,3685.45,2395.54,3685.45,5909
8131409,3685.45,2395.54,3685.45,5909
8131430,5868.25,3814.36,5868.25,9437.02
8131431,5868.25,3814.36,5868.25,9437.02
8131432,5127.35,3332.78,5127.35,8234
8131427,4672.74,3270.92,4672.74,7550.03
8131428,6355.65,3813.39,6355.65,10269.22
8131429,6053,4237.1,6053,9780.21
8131422,4672.74,3270.92,4672.74,7550.03
8143765,12595.59,12595.59,12595.59,20194.87
8143766,12620.44,12620.44,12620.44,20234.7
8131425,4672.74,3270.92,4672.74,7550.03
8143767,7978.65,7978.65,7978.65,12792.39
8131433,5127.35,3332.78,5127.35,8234
8131434,5127.35,3332.78,5127.35,8220.81
8131426,4672.74,3270.92,4672.74,7550.03
8131424,4672.74,3270.92,4672.74,7550.03
8131423,4672.74,3270.92,4672.74,7550.03
8131436,6941.63,4512.06,6941.63,11129.72
8131435,6941.63,4512.06,6941.63,11129.72
8131400,3685.45,2395.54,3685.45,5909
8131404,5350.47,3210.28,5350.47,8578.56
8131402,3685.45,2395.54,3685.45,5909
8131397,3685.45,2395.54,3685.45,5909
8143763,12107.85,12107.85,12107.85,19412.86
8143764,9906.59,9906.59,9906.59,15883.52
8131401,3685.45,2395.54,3685.45,5909
8131407,5095.69,3312.2,5095.69,8170.07
8131403,3685.45,2395.54,3685.45,5909
8131399,3685.45,2395.54,3685.45,5909
8131398,3685.45,2395.54,3685.45,5909
8129343,5572.25,5572.25,5572.25,8731.69
8129341,2163.83,1731.06,2163.83,3380.99
8129264,5644.12,4797.5,5644.12,8831.96
8129342,11119.28,11119.28,11119.28,17385.78
8129344,5572.25,5572.25,5572.25,8719.01
8033311,11826.68,11826.68,11826.68,18489
8136851,4373.06,4373.06,4373.06,6804.11
8136852,5030.03,5030.03,5030.03,7823.19
8126905,5349.06,5349.06,5349.06,7907.36
8126906,2960.77,2960.77,2960.77,4293.51
8126903,4789.19,4789.19,4789.19,6569.32
8126904,2477.82,2477.82,2477.82,3567.56
8129380,5689.52,4836.09,5689.52,9004.07
8129381,3504.25,2978.61,3504.25,5174.9
8129382,5292.32,4498.47,5292.32,8235.08
8129263,2987.25,2539.16,2987.25,4235.34
8129379,7009.76,7009.76,7009.76,10353.27
8129378,3550.91,3550.91,3550.91,5951.18
8129266,5892.54,4419.41,5892.54,8784.6
8129265,3404.63,2893.94,3404.63,5048.65
8038728,22579.71,22579.71,22579.71,37900
8134919,3481.53,3481.53,3481.53,5500
8134918,22579.71,22579.71,22579.71,37900
8128516,3481.53,3481.53,3481.53,5500
8128515,22579.71,22579.71,22579.71,37900
8133294,23041.43,23041.43,23041.43,35000
8006954,29243.27,29243.27,29243.27,46570
8031839,60913.53,60913.53,60913.53,97005
8006955,24244.84,24244.84,24244.84,38610
6301457,22888.5,22888.5,22888.5,36450
8023426,30025.06,30025.06,30025.06,47815
